province_code,Q229NETINCOME,Ageofhead,Q61035POLICE,Q61038LIGHT,Q224ANOMONEY,income,Total_IOPBV,Total_number_of_convictions,Q531FOOD,Q531PUBTRAN,Q531PREPRIM,Q531PRIM,Q531SECOND,Q531CLINIC,Q531HOSPITAL,Q531POLICE,Q531RELIG,Q531BANK,Q531POSTOFF,Q531WELFARE,Q531MULTI,Q653AREA,Q658VALUE
7.0,4200.0,42.0,2,1,2.0,81163.433326,0,0,984,603,2270,4723,3491,1995,19964,1749,1870,18942,2813,4139,3077,92,-777
4.0,5000.0,44.0,1,1,2.0,81167.544869,0,0,279,-666,1557,1394,1816,558,-666,3930,776,4650,2623,-666,-666,171,-777
4.0,8000.0,47.0,1,1,2.0,81172.5,0,0,407,163,448,47,1605,1532,9492,1732,325,1757,1706,7112,-777,110,505195
3.0,2000.0,25.0,1,2,1.0,64945.883815,0,0,478,-666,16862,18558,27392,12418,23108,17638,11163,18209,13272,22947,12,-777,-777
1.0,2200.0,45.0,1,1,2.0,64952.198534,3,0,197,117,420,415,88,148,653,703,368,646,749,943,885,-777,-777
2.0,3000.0,56.0,1,1,1.0,16239.670488,0,0,720,1684,1874,1548,1019,1594,2397,3167,1730,2097,2951,2664,2821,121,130882
5.0,2500.0,53.0,2,2,2.0,97446.25,0,0,12243,1789,17801,11071,11130,9099,18726,10816,9601,10371,10116,16405,-666,13,214798
9.0,1970.0,94.0,1,2,2.0,64964.441407,0,0,21002,1700,1565,1161,1395,4987,26497,26190,1174,27108,28050,8596,20871,237,289395
9.0,400.0,51.0,1,2,2.0,81219.560981,0,0,9,96,354,341,259,7243,7296,7008,158,7566,7562,9587,5269,110,62884
9.0,2000.0,78.0,1,2,2.0,32496.790391,0,0,765,825,929,682,626,841,29769,27669,810,20745,28719,26628,-666,33,6131
9.0,5000.0,63.0,1,2,2.0,64993.886829,0,0,336,299,496,974,588,1941,21784,10172,875,28874,28413,25095,-666,85,75785
5.0,4500.0,68.0,1,1,2.0,32505.196679,0,0,2721,3201,4047,606,977,969,985,3027,1136,4702,3699,4440,3929,-777,-777
8.0,2500.0,71.0,2,2,2.0,32505.196679,1,0,305,470,236,142,8932,491,380,363,78,355,294,23970,369,-777,-777
8.0,99000.0,58.0,2,2,1.0,178792.23293,0,0,450,272,301,178,26,498,975,790,291,708,765,510,75,239,156839
6.0,2600.0,47.0,2,2,2.0,97526.210301,0,0,140,371,4157,1336,1366,3602,17987,15760,884,1028,1893,11001,2722,32,43437
4.0,2000.0,77.0,1,1,1.0,16256.392278,0,0,132,378,1917,1215,1337,2200,23174,9445,426,9535,6127,9924,2451,-777,-777
3.0,3000.0,40.0,2,1,2.0,81290.654273,1,0,64,267,369,4080,4098,7,6115,5346,326,7342,5916,5681,9069,102,83800
3.0,6000.0,65.0,1,1,1.0,48779.251292,0,0,244,-666,842,949,20504,12195,25091,20031,892,20208,17269,23777,-777,21,431
1.0,700.0,79.0,1,1,2.0,16260.0,0,0,174,407,107,127,247,493,29,481,275,4127,4179,2475,460,-777,-777
5.0,1000.0,92.0,1,1,2.0,16260.863607,0,0,1706,1992,773,6313,1542,3777,2878,7393,562,4857,3247,18312,14417,-777,-777
7.0,3000.0,30.0,1,1,2.0,65045.159089,0,0,187,173,325,34,438,1333,5991,1297,472,3834,957,719,533,-777,-777
4.0,1350.0,52.0,2,1,1.0,16263.065061,1,0,36,460,363,49,11,523,1488,1205,1415,1381,1528,3463,780,-777,-777
9.0,1310.0,63.0,2,2,1.0,16263.680855,0,0,204,280,42,28,69,337,1617,1029,204,1034,-666,-666,-666,26,3313
3.0,2000.0,79.0,1,1,2.0,65065.096078,0,0,531,575,1022,1389,5130,2816,16942,7528,4420,11382,557,872,5040,48,164220
1.0,8000.0,33.0,1,1,2.0,81354.291707,0,0,490,290,665,1884,1618,1964,-666,1172,387,1010,1984,-666,1350,14,75795
7.0,5000.0,54.0,2,1,2.0,65098.839609,1,0,8725,315,483,2,91,4385,7420,433,328,2734,4875,4086,3467,50,-777
5.0,1000.0,37.0,2,2,1.0,16276.223752,1,0,1570,1891,1753,1194,1651,5074,24407,8802,461,24988,26972,26295,29642,7,19868
9.0,10500.0,57.0,2,2,2.0,65106.120562,0,0,158,516,1866,1147,1876,3890,21154,5321,1626,9810,2834,7146,-666,30,45820
5.0,300.0,21.0,2,2,2.0,32563.260501,0,0,272,87,747,830,2550,9780,6466,8530,137,6749,8056,5166,6581,-777,-777
7.0,1500.0,70.0,2,2,2.0,81412.548808,0,0,1493,99,186,368,611,950,3139,742,36,2376,904,583,780,353,390561
4.0,3000.0,41.0,1,1,1.0,113980.00482,0,0,658,929,-666,515,6340,981,-666,6413,688,9289,7145,682,966,-999,-777
6.0,2500.0,54.0,1,1,1.0,48849.735309,0,0,358,317,308,174,614,481,527,617,513,1901,1914,980,750,49,9374
8.0,15000.0,54.0,1,1,2.0,65133.29965,0,0,269,118,437,479,151,476,28453,19619,392,12278,8075,7801,7355,82,385336
1.0,70000.0,78.0,1,1,1.0,32567.095021,0,0,631,1142,623,931,663,967,861,3058,901,3483,2615,4254,1845,-777,-777
4.0,4000.0,26.0,1,2,1.0,81434.402624,0,0,881,886,978,608,996,1548,4681,3623,3329,1318,1757,1985,1845,221,223197
4.0,8000.0,35.0,1,1,2.0,65153.623963,0,0,31,15050,373,159,2434,3011,11349,459,1471,2319,11152,13529,6528,44,-777
2.0,5000.0,43.0,2,2,2.0,32588.477719,0,0,763,927,501,858,25281,24047,29187,21981,11446,26437,23570,21891,21667,222,82239
7.0,2500.0,63.0,1,1,1.0,16294.945646,1,0,189,283,627,770,581,9,25572,14737,948,15679,1997,557,854,-777,-777
2.0,2500.0,66.0,1,1,1.0,32592.274176,0,0,286,485,535,995,942,36,939,9831,883,7822,6015,7397,3921,55,-777
6.0,2440.0,66.0,1,1,1.0,48894.676405,0,0,423,429,489,288,370,19,1172,1836,1602,4010,3676,1389,1968,38,41073
5.0,2500.0,60.0,1,2,1.0,16298.594255,1,0,176,264,-999,1060,1120,1504,23033,22818,110,22967,1495,26636,28061,0,9074
3.0,5000.0,50.0,1,1,1.0,65194.8534,2,0,892,884,4617,2462,1263,3960,18201,2326,1900,4329,3937,3315,4924,106,264471
2.0,1500.0,49.0,2,2,1.0,16303.675846,0,0,-999,1073,-999,666,700,-999,21097,20221,-999,27856,-999,28622,-999,-777,-777
7.0,45000.0,48.0,2,1,2.0,146735.73756,6,0,297,495,72,494,2438,7930,-999,1617,224,2649,2671,3244,480,103,187052
5.0,8000.0,80.0,1,1,2.0,16304.77873,0,0,449,457,652,547,687,1165,1226,415,84,958,625,17928,-777,-777,-777
7.0,6000.0,42.0,2,2,2.0,65223.349636,0,0,1425,562,847,528,885,588,1504,1148,1358,2165,4226,5525,-777,102,174969
8.0,6000.0,53.0,2,1,2.0,48922.932657,0,0,741,175,1812,1519,4176,2827,-666,9601,125,5498,9765,7171,-666,-777,-777
3.0,3000.0,61.0,1,2,2.0,16307.691681,0,0,841,8,1823,1241,1339,1586,19994,1952,1562,11440,4657,2304,4428,116,7381
5.0,7000.0,61.0,1,2,1.0,97851.534302,0,0,557,1529,523,683,626,6535,5134,8278,6914,9713,7735,5672,5047,22,25340
3.0,1410.0,70.0,1,1,1.0,16312.793148,0,0,807,997,216,73,3932,870,3816,8129,790,6274,9706,531,905,-777,-777
1.0,0.0,69.0,1,1,2.0,32625.586296,0,0,268,7595,34,92,-666,677,14719,566,870,4550,731,-666,-666,-777,-777
1.0,10000.0,41.0,1,1,2.0,65261.712363,0,0,357,186,338,409,85,234,400,77,362,210,369,58,463,43,243629
1.0,2000.0,48.0,1,1,2.0,81577.53216,0,0,153,329,280,395,492,5462,7956,5939,174,8743,5358,5862,165,-777,-777
9.0,2500.0,32.0,1,1,2.0,16319.642326,0,0,291,175,1368,1695,2171,327,1599,535,380,606,2405,3326,4863,-777,-777
1.0,2000.0,46.0,2,1,2.0,48963.701768,0,0,428,330,424,1426,1095,1991,6047,7436,631,5847,9252,8846,1660,-777,-777
9.0,3000.0,26.0,2,2,1.0,32643.856029,0,0,1293,1567,1088,3910,3943,3146,5659,5588,614,9232,9909,8764,2706,62,247490
2.0,5000.0,54.0,2,2,1.0,114320.46718,0,0,891,699,2050,4544,7602,18528,13160,5273,2751,16993,17531,18074,6251,91,9299
9.0,1000.0,60.0,1,2,2.0,16340.25,0,0,449,399,79,156,559,1020,24628,8887,280,21180,20912,8492,1641,9,13568
1.0,18000.0,42.0,9,9,1.0,114384.01606,0,0,472,260,232,611,4317,270,2349,2484,480,4715,543,3407,1756,-777,-777
4.0,2000.0,66.0,1,1,2.0,16341.496751,0,0,421,1,47,475,449,556,2743,1117,419,1937,1971,1311,-666,1,1246
7.0,191800.0,61.0,1,1,2.0,261504.71887,0,0,498,81,991,616,821,8128,1268,233,859,-999,788,810,627,279,498062
2.0,2500.0,74.0,2,1,1.0,49035.445464,0,0,289,34,423,359,531,647,9422,11321,16845,15532,13564,10685,17998,32,219544
3.0,5000.0,65.0,1,1,1.0,32691.52535,0,0,238,229,911,818,1489,1080,8412,1360,8484,5992,1462,1619,1213,62,177055
1.0,2000.0,48.0,2,2,2.0,32701.275036,0,0,25814,21681,3434,2661,25633,24857,25710,24348,24350,23512,27588,26757,21474,-777,-777
6.0,350.0,59.0,2,2,1.0,16351.890918,1,0,155,182,464,1449,556,818,22208,27332,252,28748,973,27115,25674,94,39752
1.0,1370.0,76.0,1,1,2.0,16352.640476,0,0,4851,3494,292,93,163,1268,2985,1791,880,699,562,808,536,-777,-777
3.0,5000.0,57.0,2,1,2.0,49058.769062,0,0,407,429,997,1693,764,277,4553,4401,101,3193,115,81,-777,-777,-777
6.0,3000.0,81.0,1,1,1.0,65412.193198,1,0,931,609,1552,1868,5005,6362,-666,9813,666,-666,-666,-666,-666,110,94846
2.0,8000.0,69.0,1,1,1.0,81766.218706,0,0,1888,1197,1870,3250,3059,3487,8945,7226,6771,8818,5915,8874,-666,-777,-777
2.0,10000.0,75.0,1,1,2.0,32709.831735,0,0,202,39,377,475,103,1684,1208,1486,551,1843,1681,1413,743,-777,-777
7.0,2000.0,50.0,1,2,2.0,114486.25,1,0,17869,4,227,293,1627,632,13573,1981,985,13774,871,543,936,118,165841
8.0,5000.0,40.0,1,1,2.0,32710.673814,0,0,279,91,458,258,845,182,-666,263,120,435,160,2,-666,100,27261
6.0,6000.0,73.0,2,2,2.0,147211.36588,0,0,164,367,3767,2295,2852,3847,14643,19344,3300,15844,10006,2588,3875,33,1439835
7.0,800.0,44.0,1,1,2.0,81797.362179,0,0,171,2,530,888,608,280,-666,5660,730,5062,8323,7989,5326,78,24516
2.0,3000.0,82.0,2,2,1.0,32721.575294,0,0,842,565,406,1224,1219,2863,25608,3844,3703,20048,29468,29909,3334,58,65973
6.0,2300.0,82.0,2,1,2.0,16363.299581,0,0,236,262,114,1129,1340,1805,28210,15557,406,24309,994,194,-777,-777,-777
8.0,2500.0,42.0,1,2,1.0,16363.299581,0,0,1540,1335,691,607,1728,1331,23863,1666,1313,1764,1146,1618,1826,-777,-777
4.0,7000.0,62.0,1,1,2.0,16363.299581,1,0,165,456,13,300,748,290,864,44,161,4817,3520,3407,14,-777,-777
6.0,1500.0,69.0,1,1,2.0,16363.299581,0,0,388,207,85,355,1133,964,1854,1494,636,3956,4945,2995,3830,-777,-777
5.0,5000.0,72.0,1,1,2.0,16363.299581,0,0,64,122,51,56,423,3635,2473,4333,400,3080,3061,4245,4335,-777,-777
1.0,30000.0,65.0,1,1,2.0,32726.599162,0,0,1221,531,1709,564,663,1790,21574,1990,563,789,686,28989,-666,-777,-777
7.0,6800.0,34.0,2,2,1.0,81817.693707,0,0,6091,117,1388,1194,1497,12391,16396,11641,19646,10303,12147,19153,15519,29,15249
5.0,8000.0,44.0,1,2,2.0,81823.509271,0,0,562,540,1046,779,1342,6257,20466,24948,1478,23836,25048,19056,-666,50,220467
2.0,1000.0,48.0,2,2,2.0,16368.557589,0,0,476,445,637,830,1227,-666,7931,5685,301,6192,9226,8874,-666,112,8128
8.0,12000.0,72.0,2,2,2.0,32737.115178,0,0,952,1973,1343,1306,1720,1563,-666,-666,530,-666,1638,1247,1509,38,13565
4.0,2000.0,61.0,2,2,2.0,16372.987957,1,0,209,279,103,114,138,680,8738,6008,55,17089,289,493,205,-777,-777
2.0,5000.0,33.0,2,2,1.0,16378.939173,0,0,385,309,1831,1662,10426,17318,21015,16541,364,16588,15126,15855,15197,41,28807
8.0,1500.0,52.0,2,2,2.0,98276.25,0,0,900,1881,1306,4706,4541,6460,23953,25212,1378,20322,27959,23377,26496,74,474391
4.0,4000.0,60.0,2,1,2.0,81898.055734,0,0,646,856,836,875,1821,1951,2511,1579,1317,1377,1262,1573,1060,97,292336
4.0,2500.0,63.0,1,1,1.0,49140.402754,0,0,67,442,487,192,1398,39,1524,461,465,3015,3238,2256,266,-777,-777
9.0,2800.0,32.0,1,1,2.0,32760.8402,0,0,298,181,508,647,4951,2314,9824,7630,220,9919,7881,8788,6157,-777,-777
9.0,3000.0,45.0,1,1,1.0,32760.8402,0,0,3429,915,1000,4589,1636,4856,10833,3962,18,3510,4737,945,3990,-777,-777
9.0,5000.0,54.0,2,2,1.0,81902.524162,0,0,555,699,575,234,2933,7707,20074,14474,652,29467,16900,9722,-666,57,-666
5.0,400.0,95.0,2,1,2.0,16388.877172,3,0,196,41,262,889,946,254,10662,868,175,14800,829,17930,436,-777,-777
1.0,2900.0,46.0,1,1,2.0,98350.378669,1,0,120,241,320,473,418,15,336,197,303,10670,12400,13794,100,79,53933
9.0,2500.0,58.0,2,2,2.0,16394.325304,0,0,240,205,484,316,1767,3536,18709,16305,482,19588,13583,12397,15892,-777,-777
9.0,3500.0,60.0,1,1,2.0,49185.958838,0,0,-666,457,1224,1592,1446,4914,10787,4137,1390,22332,4483,25932,1146,119,114670
5.0,2000.0,62.0,2,2,2.0,163957.96171,0,0,29740,1962,3108,3474,3396,26207,28757,28572,26958,20349,20652,20490,24301,129,198686
7.0,5000.0,70.0,1,1,1.0,32802.95668,0,0,-999,-999,-999,322,956,983,14198,-999,-999,8853,988,6346,414,-777,-777
3.0,5000.0,44.0,1,1,2.0,65613.336458,0,0,499,146,213,815,948,827,852,865,571,968,540,624,-666,80,37094
5.0,2000.0,36.0,1,1,2.0,49211.108369,0,0,693,116,18,482,219,460,162,307,347,118,280,119,29,-777,-777
1.0,5500.0,56.0,1,1,1.0,65631.643836,0,1,4111,676,932,629,935,4261,-999,2228,709,640,12960,3144,2946,-777,-777
8.0,3000.0,21.0,2,2,2.0,16408.058855,1,0,943,510,3603,3510,4684,4077,11635,17046,3973,14184,9207,4453,3116,55,9500
1.0,6000.0,64.0,2,1,2.0,82044.04495,1,0,1782,610,476,303,698,741,806,804,278,1720,805,585,-999,91,110064
1.0,8000.0,30.0,1,1,2.0,65645.869003,0,0,49,497,350,825,695,978,7490,9407,574,7403,6029,8058,1085,-999,-999
5.0,5000.0,22.0,2,1,1.0,32824.098418,0,0,3792,255,3031,9891,8539,11529,19166,19497,2042,9757,9576,14165,19012,5,941
1.0,5000.0,43.0,1,1,1.0,65660.0,0,0,696,304,1381,1398,2824,3476,2233,4918,1062,2385,3726,24244,20574,-777,-777
2.0,10000.0,38.0,1,1,2.0,82075.853447,0,0,371,867,2984,2053,2508,9615,13408,2397,799,8977,6472,14438,5153,-777,-777
1.0,8000.0,35.0,2,1,2.0,65677.795826,1,0,323,919,780,922,855,1434,1090,1254,152,1033,1873,1298,-999,43,4728
8.0,3000.0,54.0,1,1,1.0,98531.795499,1,0,343,364,569,603,3666,3549,9910,6495,378,9917,5416,967,7625,55,64218
6.0,5000.0,60.0,1,2,1.0,131419.17586,1,0,27,152,984,1977,1640,988,4688,2264,381,2589,3017,485,125,111,-777
9.0,500.0,66.0,2,2,1.0,16427.470262,0,0,1527,1390,4177,1873,1464,8415,13406,12039,979,4782,2003,1897,3539,167,6176
6.0,1500.0,72.0,1,1,2.0,65712.8096,0,0,472,248,402,495,194,78,1771,1246,397,1092,1006,1114,1765,101,340436
7.0,3000.0,70.0,1,2,2.0,16430.819089,1,0,279,36,123,-999,13701,55,18271,15411,453,16848,18851,18581,13988,-777,-777
9.0,0.0,24.0,1,1,9.0,32865.391251,0,0,345,210,547,968,462,422,1548,1187,75,1940,139,9999,691,-777,-777
7.0,17000.0,58.0,1,1,2.0,16433.734739,0,0,167,375,179,444,447,329,12,135,170,166,25,698,836,-777,-777
7.0,3000.0,69.0,1,1,1.0,16433.795019,1,0,225,291,241,320,42,12,294,438,434,18,192,0,120,-777,-777
5.0,600.0,61.0,1,1,1.0,16433.795019,0,1,259,5,5,398,228,255,8000,111,65,5850,8878,5615,440,-777,-777
8.0,1000.0,50.0,2,2,1.0,49307.576338,1,0,428,813,704,910,18181,694,23524,23064,73,26611,23151,29131,29919,14,428285
2.0,10000.0,67.0,1,2,1.0,49307.576338,0,0,301,399,114,223,4628,20773,27877,3638,28,3707,3894,2882,2798,67,299539
1.0,6000.0,65.0,2,1,2.0,65744.826048,0,0,179,127,353,169,4685,223,26589,2275,60,21817,1265,302,109,99,115851
5.0,5000.0,66.0,1,1,2.0,65748.663533,0,0,202,334,587,572,1702,1856,141,1845,320,1521,1123,6691,1867,-777,-777
4.0,3000.0,32.0,1,2,1.0,49318.948179,0,0,107,262,16,223,660,4240,4324,4364,75,2654,2278,6951,8005,-777,-777
7.0,3000.0,29.0,1,1,2.0,49330.623763,0,0,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777,-777
2.0,24000.0,56.0,1,1,1.0,82226.703048,0,0,743,1487,1222,1379,1226,2107,1498,1071,4069,5216,5712,8508,2870,64,56833
1.0,2000.0,80.0,2,1,2.0,16450.336106,0,0,63,111,99,241,28,382,729,513,247,659,999,501,159,-777,-777
1.0,1500.0,30.0,1,1,2.0,49359.743105,0,0,2000,590,1413,1567,587,993,16550,2922,936,2561,2410,4411,618,-777,-777
1.0,2000.0,64.0,1,1,2.0,49367.504642,1,0,390,322,388,368,225,568,28208,831,340,914,522,24426,518,80,-777
4.0,2500.0,28.0,2,1,1.0,49374.336056,0,0,947,225,857,667,790,525,1205,1645,1155,1455,1185,1760,1820,-777,-777
7.0,3300.0,21.0,2,1,1.0,49379.401646,0,0,598,394,362,382,822,93,841,920,1448,1621,1446,1262,1445,26,52256
2.0,2500.0,73.0,2,2,1.0,16459.999091,0,0,7752,1239,1958,4589,6624,3285,22666,8920,4785,25560,12419,24114,-666,5,2628
6.0,2000.0,54.0,2,1,2.0,49389.015123,0,0,-666,796,909,879,959,918,-666,-999,235,-666,-666,-666,2155,52,12371
9.0,3000.0,67.0,1,2,1.0,49399.864335,0,0,196,619,596,661,777,792,1656,1944,501,1574,1939,1568,1665,68,17740
6.0,1800.0,66.0,1,2,2.0,32935.125,0,0,459,866,344,562,513,538,5720,1000,204,5247,8509,6603,878,41,8412
2.0,300.0,36.0,1,1,1.0,32936.5714,0,0,379,111,410,478,786,637,1484,1559,755,347,1282,1236,-777,-777,-777
9.0,15000.0,68.0,1,2,2.0,49409.451084,0,0,298,56,1418,1198,2411,2526,6747,6490,2724,5517,3770,8552,5645,70,68788
2.0,2500.0,73.0,2,1,1.0,16474.372291,0,0,147,134,406,932,4789,1526,4072,1519,1339,13845,10510,19008,3512,-777,-777
7.0,3000.0,48.0,1,2,2.0,49430.574773,0,0,1246,677,278,751,928,526,680,1547,3054,1139,951,911,778,155,136754
5.0,400.0,79.0,2,2,2.0,32955.77068,0,0,848,691,4914,2782,12649,1843,12597,14698,57,16350,10068,16346,13540,112,40088
5.0,2000.0,26.0,1,1,2.0,16481.730127,1,0,473,482,2561,4283,8647,7173,27727,3944,188,3578,7534,4568,7586,44,8298
2.0,2000.0,62.0,2,2,2.0,16483.134397,0,0,975,936,-666,9394,9421,11381,20108,22838,772,22934,26267,28473,-666,6,1582
7.0,3000.0,33.0,1,1,1.0,32968.0,2,0,961,269,386,128,7,4016,19504,7893,353,524,793,-666,-666,-777,-777
3.0,4000.0,71.0,2,2,1.0,49459.035684,0,0,1020,1471,1606,1731,23566,24502,25235,26997,1120,23607,24143,22224,1054,62,47057
1.0,5000.0,61.0,1,1,1.0,82432.727361,0,0,836,974,946,838,906,827,1821,523,768,1626,832,1258,878,-777,-777
8.0,1000.0,65.0,2,2,2.0,16487.909805,0,0,631,902,817,983,531,4252,8858,8704,554,7734,5447,5319,5599,1,7213
5.0,3700.0,94.0,2,9,2.0,164881.12661,0,0,8574,2303,7005,9382,6476,10831,9640,6342,12831,6899,7265,11530,16473,234,105431
4.0,1300.0,72.0,1,1,2.0,16491.270293,1,0,48,543,538,651,621,1328,9095,1336,141,4392,2651,3277,4889,-777,-777
8.0,2500.0,72.0,1,2,2.0,16491.270293,0,0,295,187,1956,1094,1251,4981,18901,2423,782,1260,1037,18695,1935,-777,-777
4.0,1500.0,66.0,1,1,2.0,49479.058623,0,0,200,132,320,108,238,282,736,533,238,611,980,217,-666,43,122543
6.0,4000.0,71.0,2,2,1.0,32986.755148,0,0,188,440,359,297,170,358,6506,2931,168,2266,3383,2442,1594,-777,-777
9.0,3000.0,35.0,2,2,1.0,33002.797609,0,0,753,877,751,898,705,839,1225,929,144,701,671,676,589,62,399153
5.0,900.0,70.0,1,2,2.0,33009.051474,0,0,330,350,4095,2241,4166,11364,21994,19898,5,10350,16933,18161,17282,177,200420
8.0,500.0,30.0,2,2,1.0,49525.216995,0,0,8790,152,233,370,540,3094,3626,5953,443,7404,7644,18429,8075,54,60694
2.0,4000.0,67.0,2,2,2.0,33021.810994,0,0,891,308,853,826,2179,3662,28457,28047,51,23170,4548,25367,4752,41,9011
2.0,2000.0,61.0,2,2,2.0,16511.489772,3,0,811,1370,827,3731,1413,1614,11512,18588,602,17362,15185,11150,19998,-777,-777
2.0,2700.0,61.0,1,1,2.0,33022.979544,0,0,678,685,2560,3133,6956,9287,5733,8868,5502,9653,8612,5723,-666,-777,-777
1.0,800.0,49.0,1,1,2.0,16511.489772,0,0,201,61,649,611,805,881,6297,573,370,9680,8610,9282,721,-777,-777
2.0,2000.0,61.0,2,2,2.0,49544.289672,0,0,601,691,935,793,5830,6633,10439,12061,18268,660,539,15667,19947,140,161965
6.0,20000.0,60.0,1,1,2.0,82580.098446,0,0,445,1867,49,700,647,768,9166,3168,97,519,857,2207,2383,59,-777
7.0,2500.0,72.0,1,1,1.0,16517.456173,0,0,488,243,439,419,44,1618,225,4291,252,529,539,1398,1576,-777,-777
1.0,1500.0,24.0,1,1,1.0,33037.908369,1,0,297,121,262,18,4405,2422,20597,3164,39,2914,3649,2846,175,48,19326
5.0,0.0,69.0,1,1,1.0,49558.507237,0,0,623,23,396,432,152,72,1140,477,352,169,780,878,192,181,-777
2.0,3000.0,84.0,2,2,1.0,33042.429163,1,0,762,549,740,884,696,760,10454,10428,950,19235,18716,19183,11545,10,9783
2.0,2000.0,82.0,1,2,2.0,16524.089744,0,0,1597,558,1797,1449,1154,1463,12577,14171,574,11519,19184,10749,1257,115,8916
2.0,2000.0,70.0,2,2,1.0,16524.089744,1,0,793,152,684,1774,3932,4072,2650,2739,838,4467,3693,2237,4297,96,5705
6.0,1500.0,23.0,2,2,1.0,33061.936826,0,0,738,784,702,869,861,706,28895,13620,907,17316,10005,15599,-666,51,66155
9.0,800.0,46.0,1,2,1.0,66129.230629,0,0,318,421,120,497,62,7955,20122,6980,274,23919,25648,9121,28098,38,59281
9.0,2000.0,67.0,2,2,2.0,16534.133312,0,0,1929,1503,205,-999,1226,7908,8150,20161,28,21419,14491,15655,17547,54,5412
7.0,2000.0,61.0,2,2,2.0,132349.82194,0,0,9566,358,142,376,51,7083,5366,6118,15,6562,9405,7044,9325,104,433918
6.0,4000.0,64.0,2,2,2.0,82731.058162,0,0,31,458,438,0,155,170,4751,7282,9439,9002,457,212,7,109,50161
7.0,3000.0,62.0,1,1,2.0,16546.331007,0,0,253,73,176,215,461,325,26615,345,34,793,725,421,102,-777,-777
4.0,2500.0,63.0,2,2,2.0,16546.899262,0,0,913,651,1825,1106,1281,8061,1112,661,724,2444,1135,3751,4380,59,976
1.0,1400.0,64.0,1,1,2.0,16548.182082,0,0,156,846,685,939,663,820,771,20,454,82,136,106,431,-777,-777
1.0,6000.0,71.0,1,1,2.0,33096.364164,1,0,4446,-666,7294,5473,9201,9711,8596,8556,9983,5993,7100,7614,5650,-777,-777
6.0,5000.0,50.0,2,2,1.0,49646.147233,0,0,749,377,3759,3840,3464,4889,21723,12462,297,24187,3283,25794,24857,113,-666
5.0,2000.0,65.0,1,2,2.0,66195.125,0,0,887,332,101,444,8976,8710,8417,5352,86,19480,10826,13306,14954,105,7974
9.0,1000.0,40.0,2,2,2.0,16551.938249,0,0,750,39,4965,2248,4788,1815,12198,8865,3196,8428,5169,6686,-666,59,7205
4.0,2500.0,66.0,1,1,2.0,16551.963047,0,0,26,1610,89,474,234,1121,-666,9548,506,5554,7762,3605,3841,-777,-777
1.0,4000.0,55.0,2,2,2.0,33103.926094,0,0,29569,-666,20165,24152,25996,23047,25610,23556,24114,24080,27073,27909,21319,-777,-777
1.0,4000.0,24.0,1,1,1.0,49655.889141,0,0,3258,3392,3750,4376,4325,4650,3073,3559,2663,2059,4057,4913,4788,-777,-777
8.0,5000.0,75.0,2,2,2.0,33104.517765,0,0,9338,445,13379,19494,10816,7317,8859,7094,9186,8912,6236,16102,-666,-777,-777
8.0,5000.0,19.0,2,2,2.0,16552.54028,0,0,17532,1066,375,487,329,7763,29286,28433,732,16650,14802,12929,14179,93,26385
9.0,5000.0,40.0,2,2,2.0,16552.54028,0,0,548,423,742,801,830,15650,13957,19565,761,11311,12827,10600,11003,46,27475
9.0,3000.0,37.0,2,2,2.0,33105.65824,0,0,420,852,12693,12744,909,3028,11766,19942,604,26877,20711,17100,12015,42,201249
2.0,1500.0,70.0,2,2,1.0,16553.988366,0,0,3,193,352,302,988,1645,3086,3422,527,3972,1516,4399,746,44,7504
5.0,1000.0,65.0,2,2,2.0,16554.767246,0,0,1112,1516,3364,4265,8870,8024,27178,20818,239,20434,25022,21464,24480,117,7585
1.0,3000.0,58.0,1,2,1.0,33118.231184,0,0,21249,29924,25492,25756,28065,21183,26207,23663,20530,25977,24013,26132,23132,-777,-777
7.0,3500.0,78.0,2,1,2.0,49692.364186,0,0,73,394,201,23,98,6983,13287,6455,528,17014,18860,12873,10125,118,-777
4.0,3000.0,60.0,2,2,2.0,16569.449184,0,0,4168,949,3934,3696,3429,1448,2297,3980,1754,4754,2745,4653,2691,7,1039
2.0,4000.0,53.0,2,2,2.0,99417.424752,0,0,771,336,445,304,782,586,650,540,301,758,971,555,-666,34,194245
7.0,3000.0,32.0,2,2,2.0,49709.400454,0,0,5528,5948,9294,8547,8505,7447,8139,9238,8774,6080,7643,9373,5786,-777,-777
6.0,1000.0,63.0,1,2,2.0,33142.887894,0,0,832,-666,4407,3442,4229,2525,5741,8952,1088,5903,1358,-666,-666,56,12361
1.0,5000.0,43.0,1,1,2.0,66286.449277,0,0,342,100,85,58,242,16,253,443,177,361,37,273,482,-999,-777
4.0,12000.0,54.0,2,2,1.0,16578.970647,1,0,20371,229,26716,128,169,29639,22068,27063,20957,29586,26242,22881,28666,-777,-777
8.0,10000.0,50.0,1,1,2.0,149225.15381,0,0,181,178,35,709,3113,571,7101,1887,1888,1431,1681,5020,2100,160,293204
4.0,3000.0,33.0,1,2,1.0,49750.182364,1,0,20722,23058,23448,28105,22436,26328,20832,24260,28474,26412,20849,21136,20427,-777,-777
7.0,20000.0,39.0,1,1,2.0,66338.636346,0,0,1900,296,804,599,829,574,1226,969,390,1816,1438,1623,1552,58,-777
